,Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
1333,Dermot Kennedy,Power Over Me,0OGNtqKkjI7FCE9HZ4Khgo,76,0.0519,0.42,206960,0.843,0.0,9,0.106,-4.231,0,0.121,173.827,3,0.491
1334,Playboi Carti,Poke It Out (with Nicki Minaj),2rPSFKzGeqUWwfcCFVkkq3,64,0.097,0.894,269813,0.59,9.06e-06,9,0.329,-5.716,1,0.221,147.009,4,0.575
1335,Olivia O'Brien,RIP (feat. G-Eazy & Drew Love),3qjf2YP8G2RNFanYZDcZUk,65,0.422,0.728,200773,0.646,0.0,5,0.0899,-4.387,0,0.0463,103.983,4,0.46
1336,Teqkoi,I'm Not Enough and I'm Sorry,4P1L6AniTDJzANaubzWGYs,67,0.462,0.698,120000,0.183,0.000424,8,0.335,-20.188,1,0.299,143.96,4,0.244
1337,Night Lovell,Joan of Arc,5mrOnabhXnvCf5vFF7NJhG,65,0.00375,0.915,145161,0.668,0.00241,1,0.253,-2.52,1,0.04,124.053,4,0.0387
1338,Banda Sinaloense MS de Sergio Lizárraga,Por Siempre Mi Amor,38ofGhTF7TlGS4HkM6e2VS,70,0.174,0.812,200173,0.37,0.0,8,0.123,-6.505,1,0.0376,124.938,4,0.744
1339,Kris Kross Amsterdam,Whenever (feat. Conor Maynard),3DGar7krWlmrXRFHBcQF6z,77,0.151,0.734,163636,0.765,0.0,7,0.231,-5.562,1,0.0621,109.989,4,0.518
1340,Tinashe,Like I Used To,3fMKnwiByu9yfeD5ISn9Et,66,0.571,0.717,187537,0.599,8.99e-06,11,0.102,-6.156,1,0.115,159.78,4,0.385
1341,Polo G,Hollywood,7xAMpiRlBfo60afepp8mfG,63,0.109,0.843,170558,0.513,0.0,5,0.0541,-7.568,1,0.456,162.019,4,0.71
1342,$uicideBoy$,Nicotine Patches,53AiGAa0Qi2VbX7eUpur1U,65,0.0174,0.743,156034,0.569,0.000736,0,0.264,-9.703,0,0.131,145.905,4,0.384
1343,Bad Wolves,Zombie,1eadPrzB2P0ikQcqhKSAtv,67,0.00756,0.448,254805,0.826,0.0,2,0.117,-3.244,0,0.0319,77.093,4,0.19
1344,blackbear,the 1,5RvGALtC711pdju6fnZ7ig,66,0.0583,0.571,206875,0.531,0.0,4,0.122,-6.137,0,0.0385,108.075,4,0.439
1345,Twenty One Pilots,Pet Cheetah,7daBwTiPNOVgoMUG4SICgh,67,0.0615,0.653,198360,0.684,0.000387,7,0.27,-7.052,0,0.199,110.049,4,0.355
1346,Louis The Child,Shake Something (feat. Joey Purp),6mUwMth1MQT8NVSMI7lKjx,63,0.0926,0.895,193513,0.526,0.00539,10,0.586,-7.969,0,0.183,87.993,4,0.202
1347,SadBoyProlific,Alone,6tAqYm2Wcy2yrPixShJMS6,66,0.481,0.87,160105,0.341,0.0027,9,0.329,-14.15,1,0.439,119.054,4,0.436
1348,Kevin Gates,In God I Trust,6xCSHFdcD43v2BN69O11bT,62,0.649,0.863,213750,0.669,0.0,2,0.102,-4.613,1,0.363,127.962,4,0.52
1349,Bhad Bhabie,Geek'd (feat. Lil Baby),3nQQotHU6YtE0Z4kiMNoW8,67,0.478,0.845,134229,0.613,1.06e-06,9,0.115,-7.1,0,0.253,164.076,4,0.25
1350,Playboi Carti,Lean 4 Real (feat. Skepta),1JgkiUg9mSXSwcb5Gbi4Ur,65,0.0303,0.754,177027,0.777,0.0,7,0.362,-5.077,1,0.0665,75.98,4,0.159
1351,Primer Dia,Shaman Dreams,3O9i7hYrsLU99msJcjPOCL,66,0.819,0.161,186500,0.0792,0.749,8,0.0971,-28.714,1,0.0398,139.613,4,0.0316
1352,Maluma,El Préstamo,2XVilv6s9GETnw9PG4T9Mz,73,0.205,0.74,219600,0.74,0.0,5,0.107,-3.647,0,0.0686,93.95,4,0.717
1353,Louis The Child,Breaking News (with RAYE),4kL66iksPrNaqzKYlzDgoa,64,0.0103,0.776,213245,0.732,0.000446,1,0.242,-5.516,1,0.265,121.057,4,0.422
1354,Rae Sremmurd,Perplexing Pegasus - From SR3MM,1ung2kajpw24AaHjBtPY3j,66,0.000692,0.899,204787,0.448,2.36e-05,1,0.365,-8.789,1,0.0738,145.975,4,0.302
1355,Ski Mask The Slump God,LA LA,2PCKWNZYcwyFKd4lVRWE8k,64,0.0585,0.765,147413,0.574,0.0,5,0.22,-8.456,1,0.31,140.017,4,0.606
1356,Playboi Carti,Right Now (feat. Pi'erre Bourne),475jSz0H6U3duJyNiDS0tT,64,0.139,0.687,207013,0.604,0.0,6,0.203,-5.005,0,0.0663,78.487,4,0.308
1357,Aminé,TOGETHER,45WkcBtgPS8xulUwEg63X1,64,0.469,0.622,214707,0.375,1.28e-05,4,0.185,-8.115,0,0.208,132.887,4,0.357
1358,Gryffin,Just For A Moment (feat. Iselin),66U2Ud0RBGfQ0ZQrI2m8FC,67,0.0139,0.53,254556,0.777,1.69e-05,1,0.27,-6.343,0,0.0515,144.016,4,0.413
1359,Mike Sherm,Hot Nigga,6P1XtHEPUFa7vLYFssqTOc,62,0.0998,0.86,96095,0.553,0.056,2,0.264,-9.096,1,0.0665,106.985,4,0.131
1360,21 Savage,4L,1uULQtJ8rbsX5TwjPpPc9Q,64,0.000897,0.879,288364,0.41,2.09e-05,8,0.108,-9.233,1,0.551,80.011,4,0.0703
1361,Shakira,Clandestino,7DrluKkTviBwCc8AV3VGmf,76,0.39,0.766,231921,0.822,3.37e-05,1,0.349,-4.126,0,0.16,165.842,4,0.881
1362,The Paper Kites,Arms,48HT7Zzd3We4ZjG82lsbdK,67,0.932,0.41,203560,0.141,0.0898,2,0.118,-18.564,1,0.0337,149.888,4,0.24
1363,Lil Pump,Esskeetit,44KKhCyI0BGS6LvVyDqJtH,70,0.022,0.932,181714,0.506,0.0,11,0.0933,-7.755,1,0.161,139.974,4,0.696
1364,Pusha T,If You Know You Know,6bGwKHXHNLmTy6yt147FPh,65,0.0186,0.46,202120,0.697,0.0,6,0.362,-5.954,0,0.325,153.426,4,0.701
1365,Emblemic X,Pondering Life,7BM5WFlytFqJ8j0FewyhA7,65,0.944,0.151,156251,0.0232,0.913,7,0.0985,-29.538,0,0.0446,136.676,3,0.0322
1366,Panic! At The Disco,One of the Drunks,5trCWbYtza0QUxdmF9HAPX,66,0.0426,0.424,198947,0.892,0.0,8,0.711,-3.78,0,0.193,174.008,4,0.762
1367,mysticphonk,Haunt U,4uTFofZ26M2VgCVq3ixUUY,69,0.393,0.463,100260,0.632,0.0,7,0.127,-9.577,1,0.0525,163.71,4,0.0894
1368,King Princess,Upper West Side,7vfaRUaFBDwENwa3tzJY64,65,0.277,0.635,211413,0.496,0.00634,9,0.081,-8.858,1,0.0338,141.863,4,0.733
1369,Joey Purp,Elastic,4MAADpR6MjelkaZqe3Mgnv,65,0.0604,0.966,126386,0.435,0.22,1,0.0511,-4.944,1,0.0674,111.16,4,0.561
1370,Jack Stauber's Micropop,Two Time,7JTGwb6ug0z15F5roNLE0s,65,0.112,0.832,139851,0.346,1.29e-05,0,0.0945,-9.64,1,0.036,98.512,4,0.688
1371,JPEGMAFIA,1539 N. Calvert,6XyxCBp6x3jvtxXvMN5sAA,65,0.278,0.863,157259,0.717,0.0826,4,0.0991,-3.143,0,0.17,152.05,4,0.357
1372,Bahamas,Way With Words,6ioeN8jQ8Qc3tS8dhpoAVi,65,0.359,0.785,260960,0.53,0.00198,6,0.0774,-6.995,0,0.0634,146.38,4,0.729
1373,Trippie Redd,Missing My Idols,5HnxL39pSgVVQMLP7WnSfv,64,0.0598,0.706,146923,0.637,0.0,8,0.164,-7.284,0,0.37,85.819,4,0.528
1374,Jack Stauber,Dead Weight,5yhQS5ce3WebABcdngULA8,65,0.181,0.643,186105,0.492,0.033,4,0.798,-9.314,0,0.0387,107.954,4,0.601
1375,Luke Combs,Lonely One,5w5fbyYHo5129Ce4c7qeWa,63,0.131,0.494,206107,0.628,6.62e-06,8,0.103,-5.288,1,0.029,144.945,4,0.414
1376,Chelsea Cutler,The Reason,3TgPhPv7z0D4pQhH8iKmDW,65,0.0991,0.654,184667,0.606,5.57e-05,2,0.31,-8.576,1,0.0717,90.058,4,0.358
1377,Lil Baby,Southside,5lf3ajySox32qFvGEf2TFM,63,0.00271,0.811,173437,0.646,0.0,8,0.191,-4.902,0,0.257,77.555,4,0.386
1378,Kevin Gates,Change Lanes,59XHPyb0MTMElZpkG0Wp69,62,0.129,0.706,205861,0.783,0.0,2,0.0952,-5.337,1,0.424,130.195,4,0.513
1379,Lukas Graham,Love Someone,0OCRwXbQRdOZ1OtB4Imsp1,75,0.172,0.538,205440,0.409,0.0,9,0.11,-6.581,0,0.0505,171.838,4,0.265
1380,Drake,Peak,11L064movtyopGdLiX4sVg,66,0.85,0.686,206027,0.215,0.000123,9,0.106,-13.54,0,0.0387,91.998,4,0.273
1381,A Boogie Wit da Hoodie,4 Min Convo (Favorite Song),5h66wqaGklsSa8eSxTwcJT,64,0.359,0.705,257274,0.65,0.0,7,0.169,-5.654,0,0.212,91.053,4,0.658
1382,Morgan Evans,Day Drunk,7nGuT0EfqQ1TXcADEKwB6Q,66,0.015,0.647,194898,0.754,0.0,10,0.0684,-5.446,1,0.0378,97.005,4,0.755
1383,Jay Rock,OSOM (feat. J. Cole),0QLuexVmR2wgNsekPKbv6c,65,0.406,0.749,323120,0.674,0.0,8,0.296,-6.756,0,0.229,124.917,4,0.396
1384,Rae Sremmurd,CLOSE (feat. Travis Scott) - From SR3MM,1oUudyBYVGMIC8JXeIsFzq,67,0.104,0.691,193510,0.736,0.0,0,0.111,-4.993,1,0.0321,140.034,4,0.0395
1385,Shawn Mendes,Nervous,5wxurz8J6YlyQRNnGN8zXS,72,0.0404,0.841,164147,0.623,0.0,0,0.126,-6.76,1,0.0776,121.983,4,0.744
1386,6LACK,East Atlanta Love Letter (feat. Future),6rJmWa5DvQ3Nby3tdcX2L0,65,0.367,0.6,246088,0.304,5.93e-06,5,0.0864,-11.969,0,0.0915,61.579,4,0.17
1387,Ski Mask The Slump God,Cat Piss (feat. Lil Yachty),3clpchqQ6A3p8jjPgKdhk0,64,0.0466,0.862,167040,0.521,5e-05,8,0.119,-10.355,1,0.447,154.983,4,0.373
1388,Iamjakehill,Rip X,0RzAihLqsEg9Qcm4pfPbG2,68,0.418,0.693,159327,0.434,0.0,1,0.338,-9.366,1,0.193,63.033,4,0.685
1389,mommy,thinking of you,2pZi2b9U8r20AF0Cf3hi2D,67,0.484,0.797,131000,0.0832,0.81,11,0.239,-12.673,1,0.203,160.048,4,0.51
1390,Kevin Gates,Find You Again,7uFXJVcaCdYczD7mghv0bJ,62,0.521,0.649,252000,0.826,0.0,7,0.242,-4.916,0,0.363,120.278,4,0.655
1391,Trippie Redd,I Tried Loving,7uenITonAmg7wXmFd3kkms,63,0.181,0.624,193510,0.686,0.0,1,0.19,-4.809,0,0.0436,160.076,4,0.223
1392,Ozuna,Balenciaga,3iIZvct75tkk1CwbqVjsry,68,0.0552,0.756,223500,0.436,1.27e-05,11,0.0699,-9.683,0,0.0848,159.992,4,0.34
1393,RM,seoul (prod. HONNE),73ipE4lfZ53pvBbJPXkiEK,69,0.344,0.587,275955,0.664,2.47e-05,0,0.324,-8.63,1,0.0645,99.8,4,0.453
1394,COIN,Cemetery,4hnjS0dbHpJwBlCkEAKVyX,64,0.148,0.655,177147,0.856,3.67e-06,1,0.126,-4.615,0,0.0315,126.984,4,0.941
1395,A$AP Rocky,Bad Company (feat. BlocBoy JB),3ZYwSDF9knZI0RVlKR4PHC,66,0.0679,0.901,183809,0.529,0.0,8,0.536,-7.94,1,0.413,144.941,4,0.343
1396,City Girls,Take Yo Man,5aOpKCKguEnViGOKZxZern,63,0.00143,0.773,176308,0.788,0.0,2,0.584,-2.801,1,0.0719,98.022,4,0.605
1397,Cheat Codes,Only You,7IZ7S595rr4Q3E1Zga1Jev,62,0.0829,0.607,189401,0.74,0.0,4,0.105,-4.793,0,0.172,108.05,4,0.219
1398,J. Cole,Album of the Year - Freestyle,6rDaCGqcQB1urhpCrrD599,65,0.0805,0.705,138872,0.816,0.0,10,0.476,-7.046,0,0.32,94.211,4,0.929
1399,Blanco White,Olalla,0vrlxoXcbwD8Sklwy59N9g,70,0.662,0.572,247373,0.409,0.296,3,0.125,-11.384,1,0.0377,129.983,4,0.351
1400,JoJo,Leave (Get Out) - 2018,6nIcGJK6Pj1ThzC6r8O8hA,65,0.039,0.491,239560,0.73,0.0,2,0.112,-4.399,0,0.0432,87.098,4,0.461
1401,Morgan Wallen,Had Me By Halftime,3xca35T5BVLg4ePuVzc7wW,63,0.109,0.49,172080,0.889,0.0,6,0.168,-2.94,1,0.0363,144.089,4,0.672
1402,The 1975,I Always Wanna Die (Sometimes),7iPlcFvOMOzt6v0QvcAueZ,69,0.00527,0.376,314663,0.473,0.00162,4,0.123,-5.636,1,0.0325,148.835,4,0.0398
1403,Banda Los Sebastianes,Mi Meta Contigo,1OGze4EM0gQ8NNrtdVLCf1,69,0.302,0.794,188587,0.453,1.58e-06,10,0.258,-7.068,1,0.0585,126.008,4,0.64
1404,Oliver Tree,All I Got,6euzJRzwBig3NESMppkxOK,65,0.12,0.667,218704,0.509,1.91e-06,1,0.269,-6.584,1,0.0348,104.993,4,0.289
1405,BTS,Answer : Love Myself,4eVkn18rN4GguUWOsR6Use,71,0.189,0.569,251280,0.793,0.0,1,0.111,-3.749,1,0.0405,108.048,4,0.45
1406,Sanctus Real,Confidence,6sToW2vF0y8ZEXuHoMQob9,61,0.0291,0.452,181733,0.81,0.0,9,0.118,-4.748,1,0.0422,167.143,4,0.439
1407,"nothing,nowhere.",hammer,2Y4ol1FiPdSPMwaEMJgXMN,66,0.114,0.653,204000,0.78,3.23e-06,5,0.117,-7.253,0,0.0663,179.928,4,0.26
1408,Cardi B,Money Bag,1vBeIXlzbAieGoDqInav5j,65,0.107,0.947,229005,0.788,0.000691,10,0.108,-6.138,0,0.124,129.977,4,0.454
1409,J. Cole,The Cut Off (feat. kiLL edward),3rFF7kSm5qBOOPs6ljFgPp,64,0.185,0.74,237295,0.543,0.0,1,0.372,-7.979,1,0.399,78.198,4,0.337
1410,khai dreams,In Love,2oZNXWTmn3G6uxNyPq9ej5,65,0.92,0.506,69389,0.235,0.0,5,0.105,-13.345,1,0.125,117.778,4,0.587
1411,A Boogie Wit da Hoodie,Savage,1srm5YnZiu7Ksnd2UTTmmk,65,0.188,0.78,169046,0.402,0.0,5,0.0597,-9.255,0,0.149,160.046,4,0.483
1412,KIDS SEE GHOSTS,Fire,7oHkit3F3vimtsBbnZkU0G,65,0.472,0.709,140527,0.751,4.71e-06,6,0.182,-3.801,1,0.16,104.999,4,0.37
1413,XXXTENTACION,difference (interlude),5itzep0nGnq7hxCfFNsTIR,65,0.949,0.593,76974,0.0668,1.31e-05,11,0.194,-15.268,0,0.0722,102.456,4,0.19
1414,Jess Glynne,I'll Be There,083Qf6hn6sFL6xiOHlZUyn,75,0.0228,0.623,193924,0.851,0.0,7,0.12,-3.111,1,0.0409,100.063,4,0.4
1415,Lil Skies,Red Roses - LIOHN's Tokyo Drift Remix,5LIX0JWid6ASLhAikVo3Ah,66,0.178,0.744,223385,0.63,0.0,10,0.115,-6.409,1,0.169,140.049,4,0.647
1416,Lauren Alaina,Ladies In The '90s,4Whem9s6OoP7yFT60m2tU9,63,0.0414,0.644,225040,0.882,0.0,7,0.34,-3.146,1,0.0643,99.861,4,0.55
1417,LIVVIA,Damn,3eYWytXuX5jFZpbLVnE4es,66,0.285,0.758,181982,0.597,0.0,0,0.155,-5.564,1,0.0309,87.749,4,0.679
1418,Leon Bridges,Beyond,5esPpmrM2AsyDVgOKzWQwU,69,0.229,0.58,240600,0.687,0.0,6,0.109,-5.4,1,0.106,76.014,4,0.187
1419,Drake,Survival,2yg9UN4eo5eMVJ7OB4RWj3,66,0.133,0.607,136187,0.596,0.0,9,0.123,-9.09,0,0.358,77.324,4,0.149
1420,Aminé,REEL IT IN (feat. Gucci Mane) - Remix,4yVEpUXxYgBwfSOKGTFxv5,65,0.0624,0.779,166960,0.355,0.0,10,0.159,-8.971,0,0.0789,128.805,4,0.362
1421,Kiana Ledé,Wicked Games,0TYhf0MgEj4YJaKwo5c4Km,65,0.447,0.789,181267,0.435,0.0,1,0.135,-7.042,0,0.0599,72.973,3,0.456
1422,Clean Bandit,Symphony (feat. Zara Larsson),72gv4zhNvRVdQA0eOenCal,74,0.239,0.715,212733,0.605,1.41e-05,0,0.189,-5.128,0,0.0428,122.956,4,0.454
1423,ROSALÍA,MALAMENTE - Cap.1: Augurio,1B0BQaSRHxhI0AUlItY3LK,74,0.549,0.893,150027,0.482,0.0164,0,0.0752,-4.779,0,0.0873,97.975,4,0.53
1424,Jess Glynne,One Touch,3eS1VMcEmq2IUgpaeDysCb,72,0.329,0.686,197876,0.693,0.0,0,0.136,-6.245,0,0.131,124.206,4,0.699
1425,Lennon Stella,Like Everybody Else - Acoustic,4cRVPfsnX1r3S3GzXRy2wt,67,0.897,0.487,194867,0.146,1.9e-06,10,0.106,-15.225,0,0.038,96.065,4,0.261
1426,Wisin & Yandel,Dame Algo,4ByaTrfoYbXrmlbsTG8MTD,69,0.176,0.829,237907,0.723,0.0,8,0.0877,-3.743,0,0.105,92.956,4,0.721
1427,Logic,ICONIC (ft. Jaden Smith),1FmdAhS8FqRoEJ4jcSfuKZ,65,0.00606,0.39,298133,0.779,0.0,1,0.291,-5.612,1,0.243,175.89,4,0.213
1428,Jason Mraz,Have It All,7BXW1QCg56yzEBV8pW8pah,69,0.204,0.643,226107,0.638,0.0,1,0.0707,-4.947,0,0.0407,82.001,4,0.6
1429,RÜFÜS DU SOL,Underwater,5ZvHcR4OSwvEV5IhigbTOT,67,0.019,0.611,349293,0.809,0.0185,6,0.114,-6.63,0,0.0342,118.003,4,0.428
1430,O.T. Genasis,Bae,0MSO8zh09EAFtZz1E9jOEh,64,0.0477,0.79,156832,0.596,7.57e-06,5,0.128,-5.084,0,0.353,202.2,4,0.336
1431,Justin Timberlake,Say Something,09ts3GnICqYEU5PkQCpJK3,61,0.103,0.707,278893,0.632,1.09e-05,10,0.0841,-7.031,1,0.0789,97.04,4,0.372
1432,Forrest.,Your Soul,26qTfV9DiLTT5fBXgvXfFx,64,0.0244,0.846,178286,0.851,0.0,9,0.153,-3.821,1,0.372,139.966,4,0.822
1433,Dilia,The Giant,2TOQzMaEqVVhdeheBVLOMm,68,0.994,0.565,183686,0.0843,0.947,5,0.12,-24.145,1,0.0448,86.022,3,0.44
1434,Alan Walker,Alone,3LlmKSHR3Rs0Y3KHQLAYDk,76,0.229,0.673,160427,0.914,0.000478,10,0.186,-3.962,1,0.0496,97.021,4,0.183
1435,Rich The Kid,Lost It (feat. Quavo & Offset),68449VKGwYShObwI2UFdFt,66,0.00905,0.827,272153,0.642,1.5e-06,1,0.0865,-4.29,0,0.242,145.004,4,0.181
1436,Ty Dolla $ign,Clout,1u0CD4fcBUB1xrG9fNgejh,66,0.136,0.88,200373,0.728,5.42e-05,10,0.337,-6.939,0,0.205,160.976,4,0.715
1437,benny blanco,I Found You (with Calvin Harris),5sdb5pMhcK44SSLsj1moUh,73,0.033,0.775,191496,0.872,0.0579,6,0.298,-4.194,1,0.0469,122.994,4,0.379
1438,Wale,Poledancer (feat. Megan Thee Stallion),6d8tSFHaLUhItUR9HNYCeC,62,0.203,0.852,209105,0.587,0.0,1,0.0835,-6.489,1,0.253,134.024,4,0.305
1439,Phum Viphurit,Lover Boy,2rd4FH1cSaWGc0ZiUaMbX9,69,0.527,0.798,236727,0.556,0.000353,11,0.0959,-8.597,1,0.0303,109.994,4,0.627
1440,Amenazzy,Baby,2IA8cFA46DkjgbsRG7kKbp,76,0.327,0.7,235973,0.71,0.0,11,0.129,-4.835,1,0.0532,167.971,4,0.582
1441,Camila Cabello,She Loves Control,5HwnezK198pJCEj1l2Adjy,71,0.166,0.65,177160,0.758,0.0,2,0.0889,-4.02,1,0.116,94.9,4,0.663
1442,Yung Pinch,Pina Colada,2OTTKUvqbRobIEUtadIQQf,61,0.0161,0.691,169714,0.685,0.0,7,0.142,-4.924,1,0.0265,140.014,4,0.401
1443,YNW Melly,Slang That Iron,2dMigpD6d166hY9yCvd5Hi,62,0.6,0.838,147542,0.357,0.0,1,0.0667,-9.643,1,0.319,122.949,4,0.599
1444,J. Cole,FRIENDS (feat. kiLL edward),6onwlDmIVKE8bBgyBRSuS0,63,0.102,0.716,257646,0.652,0.0,6,0.11,-7.909,0,0.398,109.295,5,0.494
1445,Ty Dolla $ign,Pineapple,2R7Gn3cjnPaVO0Oj8nsTDP,65,0.0301,0.964,218261,0.555,0.000567,5,0.128,-6.245,0,0.0499,130.017,4,0.338
1446,RIZ LA VIE,Napkins,37b1KAbfOZeBzeMB0LGO3g,64,0.431,0.747,215625,0.444,1.25e-06,0,0.106,-8.976,0,0.386,144.138,4,0.66
1447,Shoffy,Let Go Today,3FUWD1PXnb6wxRpxqEp1zc,66,0.182,0.84,182400,0.193,0.0,8,0.173,-11.186,1,0.0696,99.99,4,0.204
1448,Jon Bellion,Conversations with my Wife,1EAZ0APxPiVuzDb7R5TfVI,63,0.0222,0.496,206210,0.487,1.85e-05,6,0.638,-7.003,1,0.0301,138.187,4,0.321
1449,Beartooth,Disease,1hkm127hnTSa2xjGNw8IAE,64,0.00202,0.525,228373,0.957,3.25e-06,0,0.333,-3.742,1,0.0689,97.445,4,0.456
1450,Jeremih,FYT (feat. French Montana),0ZwHNhwxDhUYHYkSkHxMf0,66,0.0406,0.639,245680,0.452,0.0,4,0.315,-8.906,1,0.0495,88.993,4,0.546
1451,Luke Combs,Don't Tempt Me,2JPgcccyZ938uv9AjCGMWq,63,0.00962,0.557,211867,0.844,0.0,7,0.0536,-4.623,1,0.0376,147.077,3,0.754
1452,Kanye West,No Mistakes,35KV2Nuib6jPMVN00O8iba,65,0.0393,0.643,123040,0.646,0.0,10,0.109,-2.442,0,0.0629,80.174,4,0.35
1453,grandson,Despicable,5IPT4Noqvo7bsfbWUOHcG4,67,0.0123,0.576,223893,0.782,0.00241,1,0.467,-6.167,1,0.0346,87.971,4,0.367
1454,Jorja Smith,Blue Lights,1It1TxBK3xIQAB4xJkPevn,72,0.666,0.692,250454,0.57,0.0,7,0.107,-8.077,1,0.185,91.917,4,0.309
1455,Gryffin,Winnebago (feat. Quinn XCII & Daniel Wilson),2FVm4ADgYRIQWlpYKDPdl9,63,0.106,0.654,179937,0.886,9.17e-06,4,0.161,-2.808,1,0.0417,147.959,4,0.704
1456,YoungBoy Never Broke Again,Trap House,0B3kEodHfDTWBdqdh6L9d8,61,0.494,0.794,156000,0.834,0.0,4,0.175,-4.353,0,0.343,160.044,4,0.663
1457,Mac Miller,Conversation Pt. 1,1oFEAWvPHP5TdSlmIs77sV,64,0.64,0.787,210253,0.472,5.22e-05,6,0.11,-10.032,0,0.113,144.998,4,0.264
1458,Eric Church,Monsters,55UCRHfezMCFfbGy0tfjTG,62,0.513,0.649,200387,0.4,1.18e-06,6,0.0774,-10.202,1,0.0455,157.895,4,0.393
1459,Hillsong Worship,Who You Say I Am - Live,6nkJ6jerrO6S4V0kdc4KRp,61,0.000278,0.269,329080,0.666,0.0,6,0.609,-6.048,1,0.0362,171.722,3,0.226
1460,Lund,Low,46za9pKXWkesH9DCrBbtNU,65,0.689,0.746,233963,0.438,0.103,4,0.126,-7.016,0,0.0326,119.991,4,0.042
1461,Ariana Grande,the light is coming (feat. Nicki Minaj),0sdbFOyfgAhAhWq8DpzkaW,68,0.0122,0.877,228373,0.547,1.51e-05,7,0.028,-5.705,1,0.18,99.034,4,0.687
1462,Shawn Mendes,Perfectly Wrong,6nat4Z7iRKWVk1qngQqI0Q,70,0.872,0.361,212773,0.311,0.0,2,0.0987,-11.748,0,0.0369,89.362,4,0.323
1463,Meek Mill,What's Free (feat. Rick Ross & Jay Z),4iQ5gmTAzWfK8JyFC2LBox,64,0.000322,0.511,362839,0.718,0.0,11,0.111,-6.293,0,0.404,166.42,4,0.267
1464,Halsey,Alone (Feat. Big Sean & Stefflon Don),3tbNT2X5tfMIVeUflYbZUZ,65,0.0164,0.445,207458,0.662,0.0,2,0.219,-4.802,0,0.181,200.04,4,0.479
1465,Oneke,More than Close,4mnfRzyz2dafyBaXBLZle2,68,0.995,0.413,162478,0.0433,0.919,11,0.108,-26.51,1,0.0538,62.834,4,0.223
1466,916frosty,enough,3jnbd5B8VdKIXXySIBciuF,65,0.637,0.598,248803,0.559,0.0,1,0.137,-7.22,0,0.083,145.822,4,0.254
1467,Jillian Jacqueline,If I Were You (feat. Keith Urban),3quTUw70QQN6rPRWximeGp,63,0.304,0.547,213133,0.672,0.0,11,0.0996,-5.023,1,0.0496,155.791,4,0.283
1468,Travis Scott,SICKO MODE - Skrillex Remix,0u695M7KyzXaPIjpEbxOkB,68,0.0214,0.651,304512,0.833,0.0,1,0.14,-3.356,1,0.172,155.051,4,0.443
1469,Fatboibari,Moonlight Shawty,0CvaOecRnYE1fyErhpXgbK,64,0.841,0.686,167993,0.195,0.00109,5,0.0816,-15.136,1,0.151,105.99,4,0.129
1470,Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",4QtiVmuA88tPQiCOHZuQ5b,77,0.165,0.792,201526,0.895,0.0,1,0.0501,-3.112,0,0.0589,94.968,4,0.794
1471,j-hope,Daydream (백일몽),4YAgH8s0JFfwikTNwe0aIk,69,0.00512,0.748,228759,0.961,0.0,8,0.175,-6.518,0,0.0875,116.037,4,0.856
1472,Luis Fonsi,Imposible,3ao3OVxHlb3C08vAaApUlm,75,0.122,0.786,163880,0.764,0.0,11,0.102,-2.935,1,0.0798,90.979,4,0.913
1473,Mt. Joy,I'm Your Wreck,7MzKYpIU3wozsFJDOmI8Es,62,0.408,0.483,233600,0.592,2.42e-06,4,0.336,-6.962,1,0.0445,131.022,4,0.206
1474,Novo Talos,Carry On,2e6uDYgJsa7rgIYzbNVoCi,68,0.941,0.289,115485,0.0176,0.85,8,0.111,-24.931,1,0.036,73.598,4,0.0477
1475,The Script,"Never Seen Anything ""Quite Like You"" - Acoustic",018Idkvf82hi44UZmIXiGB,72,0.799,0.444,228147,0.398,0.0,6,0.114,-8.01,1,0.03,79.874,3,0.361
1476,OneRepublic,Start Again (feat. Logic),1Nj2oBISdFDSF8eDuXcALz,71,0.162,0.564,165627,0.722,0.0,1,0.0931,-5.59,0,0.124,99.083,4,0.276
1477,Hozier,Shrike,5uIYONgpUQ7t0v7D6CTMBt,63,0.464,0.387,300707,0.278,0.00527,7,0.102,-8.454,0,0.0318,153.426,3,0.0632
1478,Scotty Sire,Take Me Away,5Aq0BYuiWi5GGSezli1Cor,64,0.0814,0.8,175135,0.743,0.0,6,0.108,-5.105,0,0.104,111.061,4,0.628
1479,Cardi B,Bickenhead,17Yq72h0p15OhCbZ5lJ5gd,65,0.154,0.884,181624,0.814,1.67e-06,7,0.158,-5.333,1,0.303,155.938,4,0.907
1480,Grupo Firme,Juro por Dios - En Vivo,6ya4Hq3twTffkM15X389KY,68,0.12,0.554,202005,0.532,0.0,2,0.29,-6.544,1,0.0338,125.014,4,0.786
1481,Abhi The Nomad,Sex n' Drugs,0G2wimhVoDYXbQ6csDxtSf,65,0.299,0.831,217778,0.32,0.0,7,0.0757,-7.916,1,0.143,80.935,4,0.319
1482,P!nk,A Million Dreams,0oagwWkGlBoACUuKvTmqZV,71,0.272,0.312,273640,0.499,0.0,7,0.0901,-6.282,1,0.0397,148.173,4,0.191
